bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"-76.552811,42.840964,-76.450738,42.929524",uuuu,85633793,,890ceb9e52d4333ac99e7692ef8cf970,,1de39ad63a4dd6480e5a29163b826a0b,42.888296,-76.494027,404522039,uuuu,US,US,1479865479,42.890748,-76.493055,0,Owasco,102083071,404/522/039/404522039.geojson,localadmin,85688543,quattroshapes,,,US
"-73.771113,43.373532,-73.678941,43.50998",uuuu,85633793,,2353839331189fef446b5919fd1dfca5,,71ef1b162ffb0a036641b9a5384b2b00,43.437911,-73.723745,404523037,uuuu,US,US,1479862207,43.443719,-73.719155,0,Lake George,102081791,404/523/037/404523037.geojson,localadmin,85688543,quattroshapes,,,US
"-75.416932,42.314094,-75.241317,42.437106",uuuu,85633793,,ded049db29f4b2b4e93a2263c558f3da,,a5c00296f81062f61cf5cdbfb4005e0f,42.370859,-75.326620,404523039,uuuu,US,US,1479849094,42.367444,-75.324921,0,Unadilla,102082399,404/523/039/404523039.geojson,localadmin,85688543,quattroshapes,,,US
"-74.916681,42.597743,-74.751955,42.689431",uuuu,85633793,,77a85f5d60a81921bf509d48423bf121,,1e487f804088afe5dfb91ac8709f3e78,42.640887,-74.816446,404523041,uuuu,US,US,1479848995,42.643260,-74.816446,0,Westford,102082399,404/523/041/404523041.geojson,localadmin,85688543,quattroshapes,,,US
"-76.733468,42.806142,-76.630705,42.897532",uuuu,85633793,,fc11111ba7ad3b56115306db98736fa9,,9593ba2af7c670121d0d4154c02dd356,42.853427,-76.678793,404522045,uuuu,US,US,1479865479,42.852078,-76.677798,0,Springport,102083071,404/522/045/404522045.geojson,localadmin,85688543,quattroshapes,,,US
"-76.7225013043099,43.249288,-76.605012,43.418189",uuuu,85633793,,b799d1e3aa516bdee5eb1e83a540c27c,,bcd0f3340f5961173f2d53eb7da19447,43.315689,-76.657955,404522047,uuuu,US,US,1479865478,43.311188,-76.657956,0,Sterling,102083071,404/522/047/404522047.geojson,localadmin,85688543,quattroshapes,,,US
"-74.783092,42.504442,-74.630652,42.661558",uuuu,85633793,,3c455c73882b0b4e35ebde6e96a1ddb0,,78a87674dad95345c40bed404e894dab,42.583389,-74.714148,404523043,uuuu,US,US,1479864063,42.579719,-74.720491,0,Worcester,102082399,404/523/043/404523043.geojson,localadmin,85688543,quattroshapes,,,US
"-76.6679,42.951463,-76.567733,43.011512",uuuu,85633793,,b3395ae161a808716a706a91d197af5d,,9d0f5a84f605251fdd9be319b54c40ca,42.981541,-76.617026,404522049,uuuu,US,US,1479865479,42.980619,-76.619695,0,Throop,102083071,404/522/049/404522049.geojson,localadmin,85688543,quattroshapes,,,US
"-76.71336,43.161738,-76.593329,43.253742",uuuu,85633793,,65e5e45a311d93fa8b549b68a3b791ed,,31c830be592c54fcc77637c4cf08568c,43.207834,-76.653853,404522051,uuuu,US,US,1479865478,43.207881,-76.653854,0,Victory,102083071,404/522/051/404522051.geojson,localadmin,85688543,quattroshapes,,,US
"-73.73127,44.526099,-73.36160725692869,44.6329290148338",uuuu,85633793,,3ac5957dee65a4a39c4e205dca582636,,def3dd4329188b6295f4cec6009fae81,44.582037,-73.555986,404522053,uuuu,US,US,1479903414,44.582629,-73.555982,0,Peru,102081797,404/522/053/404522053.geojson,localadmin,85688543,quattroshapes,,,US
"-73.483953,44.667215,-73.42954,44.725093",uuuu,85633793,,6eb61aaa7a973d9db29747489205a749,,b8a6dd3e10e72a0d29b500b2b127ae80,44.695025,-73.456281,404522057,uuuu,US,US,1479862222,44.694295,-73.455740,0,Plattsburgh,102081797,404/522/057/404522057.geojson,localadmin,85688543,quattroshapes,,,US
"-73.670758,44.622932,-73.35391933709289,44.7563052702748",uuuu,85633793,,b10e8233ac514d1525a10b31294364b2,,21b5a725bc482bcb2572a2e16c27fcc1,44.695909,-73.478973,404522059,uuuu,US,US,1479903414,44.704618,-73.514203,0,Plattsburgh,102081797,404/522/059/404522059.geojson,localadmin,85688543,quattroshapes,,,US
"-73.797456,41.340647,-73.653187,41.439702",uuuu,85633793,,728d9791894e6f29920ed5c01dea82a6,,fbf3ea002613e69e310cacb28e614883,41.389828,-73.723911,404523047,uuuu,US,US,1479864054,41.390914,-73.723910,0,Carmel,102083007,404/523/047/404523047.geojson,localadmin,85688543,quattroshapes,,,US
"-73.838527,41.428468,-73.647635,41.518293",uuuu,85633793,,c4eeb8803c2cafba146fa0e1f3e98411,,a13c2b35aae5924ab79defa16b811ff3,41.473541,-73.731848,404523049,uuuu,US,US,1479864053,41.470637,-73.731850,0,Kent,102083007,404/523/049/404523049.geojson,localadmin,85688543,quattroshapes,,,US
"-73.982584,41.321693,-73.83835,41.498126",uuuu,85633793,,52322d5910773f985f357e022eee8a74,,699fae94946a03e2fb09cfcb814a3601,41.418815,-73.915157,404523051,uuuu,US,US,1479864054,41.434384,-73.928270,0,Philipstown,102083007,404/523/051/404523051.geojson,localadmin,85688543,quattroshapes,,,US
"-73.661884,44.615953,-73.495261,44.705714",uuuu,85633793,,9dc6b946a0996d6e1fd528435876f659,,efc1b6a86cb445559607cb4900d748b9,44.657964,-73.583429,404522061,uuuu,US,US,1479862221,44.656698,-73.581837,0,Schuyler Falls,102081797,404/522/061/404522061.geojson,localadmin,85688543,quattroshapes,,,US
"-73.65325,41.97798,-73.496879,42.08811",uuuu,85633793,,3deac4165ad75befdddb253fa94c53e5,,430f49def13ca3e6d453cc79e3d94b00,42.035173,-73.582177,404522063,uuuu,US,US,1479852434,42.032842,-73.582179,0,Ancram,102082369,404/522/063/404522063.geojson,localadmin,85688543,quattroshapes,,,US
"-73.89346,41.330892,-73.763012,41.478803",uuuu,85633793,,29683a4d15d0c50a665d08407d629697,,544683370da80ba00516199ee10b64df,41.397898,-73.836776,404523053,uuuu,US,US,1479864054,41.397862,-73.842026,0,Putnam Valley,102083007,404/523/053/404523053.geojson,localadmin,85688543,quattroshapes,,,US
"-73.660619,41.355026,-73.5360668139182,41.45133497204269",uuuu,85633793,,38d207036913b773de39eb69479ff978,,00eff3293a8c53ffc6a4e8ca1f8e4326,41.403198,-73.598477,404523055,uuuu,US,US,1479864053,41.403012,-73.598476,0,Southeast,102083007,404/523/055/404523055.geojson,localadmin,85688543,quattroshapes,,,US
"-73.467214,42.606027,-73.2741413047293,42.725299",uuuu,85633793,,28339ab64a3dcd0868cd5450b311e7fc,,2726f5616f930964addf2d95df681183,42.667105,-73.374256,404523057,uuuu,US,US,1479860028,42.668242,-73.383910,0,Berlin,102081773,404/523/057/404523057.geojson,localadmin,85688543,quattroshapes,,,US
"-73.664662,42.698478,-73.506023,42.811159",uuuu,85633793,,36c2568e9e01a9a00dfeb1016750c721,,56cef3441aa77f26e68403897ea62f91,42.755769,-73.590328,404523059,uuuu,US,US,1479860027,42.753537,-73.590328,0,Brunswick,102081773,404/523/059/404523059.geojson,localadmin,85688543,quattroshapes,,,US
"-73.761565,42.57668,-73.628662,42.649214",uuuu,85633793,,b07de07f256f05fd10af963dac5e29e9,,5d9b7f89a1de2dd861b9a1519680ac49,42.612200,-73.696904,404523061,uuuu,US,US,1479860027,42.614583,-73.696909,0,East Greenbush,102081773,404/523/061/404523061.geojson,localadmin,85688543,quattroshapes,,,US
"-73.595485,42.2639356504791,-73.4140751008963,42.36028",uuuu,85633793,,b95ce24c117229e97814d781060cca77,,7ded5a7086d62289e3dab6ccc913c716,42.312382,-73.507535,404522065,uuuu,US,US,1479852432,42.312156,-73.507535,0,Austerlitz,102082369,404/522/065/404522065.geojson,localadmin,85688543,quattroshapes,,,US
"-73.450593,42.82143,-73.274294,42.958515",uuuu,85633793,,04032bf615ce6ff0f6f7d888d7c3946f,,6df389f51f5b39a3ef01e9c59de876d7,42.890318,-73.356092,404523065,uuuu,US,US,1479864070,42.886111,-73.356111,0,Hoosick,102081773,404/523/065/404523065.geojson,localadmin,85688543,quattroshapes,,,US
"-73.631572,42.479593,-73.467214,42.606027",uuuu,85633793,,609a5e6faa9be8202e9eed829d67900f,,898b9e0fea805018c4d1b2e5d5170dcb,42.543211,-73.546730,404523067,uuuu,US,US,1479860027,42.539928,-73.545139,0,Nassau,102081773,404/523/067/404523067.geojson,localadmin,85688543,quattroshapes,,,US
"-73.898099,42.61379,-73.723263,42.722379",uuuu,85633793,,f197e06f6c12d4135cded3bafcaa1b65,,894aec15fd2a86b3c558ea5252fc6e94,42.666384,-73.798626,404523069,uuuu,US,US,1479860027,42.657753,-73.789866,0,Albany,102082353,404/523/069/404523069.geojson,localadmin,85688543,quattroshapes,,,US
"-73.65249,42.357093,-73.520051,42.492207",uuuu,85633793,,8b7074359367785a4763aace0c4141d3,,25fe68c44efa60082959196ff31a2ab0,42.424955,-73.580996,404522067,uuuu,US,US,1479860028,42.425346,-73.581878,0,Chatham,102082369,404/522/067/404522067.geojson,localadmin,85688543,quattroshapes,,,US
"-73.766739,42.163704,-73.601136,42.283205",uuuu,85633793,,748d29cfb02dee0b6aca1181e3fa503b,,1977b7f314e64416f1bfc925611039f7,42.223507,-73.687255,404522069,uuuu,US,US,1479849934,42.222176,-73.697081,0,Claverack,102082369,404/522/069/404522069.geojson,localadmin,85688543,quattroshapes,,,US
"-73.929626,42.023483,-73.755669,42.152738",uuuu,85633793,,30457551474f352b843f31245eaaa9ea,,20a0c7d068d14e26b33a4c34866cec3d,42.084747,-73.856014,404522071,uuuu,US,US,1479861256,42.081350,-73.828227,0,Clermont,102082369,404/522/071/404522071.geojson,localadmin,85688543,quattroshapes,,,US
"-73.794614,41.995016,-73.642191,42.101419",uuuu,85633793,,d7dcc24571a38ce440c287412b1fc12a,,2b8af67315a69364e8046c55a40b5256,42.051084,-73.710272,404522075,uuuu,US,US,1479849934,42.049993,-73.708850,0,Gallatin,102082369,404/522/075/404522075.geojson,localadmin,85688543,quattroshapes,,,US
"-73.915321,42.083498,-73.843835,42.182462",uuuu,85633793,,bcf448bd323cb64a887c34f329c67f23,,8ba9034fe5a71f8ba1c25a174bb5f5b5,42.134106,-73.873516,404522077,uuuu,US,US,1479861256,42.136648,-73.875953,0,Germantown,102082369,404/522/077/404522077.geojson,localadmin,85688543,quattroshapes,,,US
"-79.192944,42.435345,-79.060939,42.569965",uuuu,85633793,,beb4492f5fb905c22ced4c6aebf41efb,,dee59096c6ded9207dde562a7ef993f3,42.492163,-79.125290,404522079,uuuu,US,US,1479862394,42.489070,-79.124033,0,Hanover,102081811,404/522/079/404522079.geojson,localadmin,85688543,quattroshapes,,,US
"-76.369926,42.89424,-76.280752,43.014295",uuuu,85633793,,2bf6de8b6c7115b8a570c246eb92667c,,e88eed9270b96a194ef36e31e1628246,42.953939,-76.325453,404523071,uuuu,US,US,1479849305,42.954063,-76.325453,0,Marcellus,102082351,404/523/071/404523071.geojson,localadmin,85688543,quattroshapes,,,US
"-73.728859,42.63568,-73.60846,42.703378",uuuu,85633793,,107bbda3fdd7bbb7943fa146bd63716c,,ee5744a733ad04584f06d5ea61412dc9,42.670578,-73.663288,404523073,uuuu,US,US,1479860027,42.668964,-73.663259,0,North Greenbush,102081773,404/523/073/404523073.geojson,localadmin,85688543,quattroshapes,,,US
"-79.27164,42.076034,-79.206097,42.127043",uuuu,85633793,,c311e70fbf3641859c19507d6375d471,,703b213a97405c0f66832b050560f1ec,42.097496,-79.236672,404522081,uuuu,US,US,1479861446,42.097498,-79.236676,0,Jamestown,102081811,404/522/081/404522081.geojson,localadmin,85688543,quattroshapes,,,US
"-73.612729,42.798613,-73.415725,42.944806",uuuu,85633793,,6d5ab947eba638540d86428d005e21ff,,82a1dd05af30edcbeeb28e208dabc579,42.864670,-73.505118,404523075,uuuu,US,US,1479864070,42.865897,-73.506961,0,Pittstown,102081773,404/523/075/404523075.geojson,localadmin,85688543,quattroshapes,,,US
"-79.234805,41.9989475737182,-79.1449956209558,42.076195",uuuu,85633793,,6411a2440f755c382688845553308368,,1e8689200eb697b0226cbe759e607ef6,42.034108,-79.199677,404522083,uuuu,US,US,1479862725,42.029987,-79.205023,0,Kiantone,102081811,404/522/083/404522083.geojson,localadmin,85688543,quattroshapes,,,US
"-73.62079,42.653007,-73.433315,42.723023",uuuu,85633793,,87fd68e9697e0432f3191471286c6e45,,8c1d7e85901cf263d1dff4b2bc5a2edb,42.686468,-73.526289,404523077,uuuu,US,US,1479860027,42.685899,-73.526289,0,Poestenkill,102081773,404/523/077/404523077.geojson,localadmin,85688543,quattroshapes,,,US
"-79.527645,42.085444,-79.367437,42.173031",uuuu,85633793,,87622b108f805d02a24fcbbecc8d74e0,,b833eb418313fbb7294079667fdb3644,42.125863,-79.457564,404522085,uuuu,US,US,1479861446,42.129188,-79.457558,0,North Harmony,102081811,404/522/085/404522085.geojson,localadmin,85688543,quattroshapes,,,US
"-73.759565,42.614178,-73.70227,42.670179",uuuu,85633793,,b018f981fa033142f69f79cbf29709d1,,c04ee0c66c5d02b64fbfb2c3f7933c0d,42.646383,-73.732942,404523079,uuuu,US,US,1479860027,42.647682,-73.737284,0,Rensselaer,102081773,404/523/079/404523079.geojson,localadmin,85688543,quattroshapes,,,US
"-79.17894,42.086371,-79.059264,42.173833",uuuu,85633793,,169968263d81d51e5ae9af5b93cdf4f2,,dc6f4f145eacced69b10fb9da417b8a6,42.130024,-79.119135,404522087,uuuu,US,US,1479862395,42.130113,-79.119182,0,Poland,102081811,404/522/087/404522087.geojson,localadmin,85688543,quattroshapes,,,US
"-73.684447,42.790592,-73.464464,42.944259",uuuu,85633793,,aac0385aee70489bffd4c1b5b9001cd5,,f5a5b0fd72821c855e036cc5e7152dc8,42.885014,-73.611507,404523083,uuuu,US,US,1479864069,42.888583,-73.628045,0,Schaghticoke,102081773,404/523/083/404523083.geojson,localadmin,85688543,quattroshapes,,,US
"-79.411698,42.348176,-79.294717,42.457303",uuuu,85633793,,77752127f8e0e33ed4e4ce809490303d,,15ea39e1d9b61f49e3d03daa6918efa1,42.402828,-79.353376,404522089,uuuu,US,US,1479861446,42.403101,-79.353361,0,Pomfret,102081811,404/522/089/404522089.geojson,localadmin,85688543,quattroshapes,,,US
"-79.5281395205345,42.298872,-79.411345,42.4467900787126",uuuu,85633793,,5160724997e565f494313b161bc0bffc,,66d023d1cd2cd21bb6ccb8655ee23684,42.365677,-79.467570,404522093,uuuu,US,US,1479861446,42.365558,-79.466714,0,Portland,102081811,404/522/093/404522093.geojson,localadmin,85688543,quattroshapes,,,US
"-73.786078,42.464231,-73.583749,42.595371",uuuu,85633793,,0ef70b4f109b981025deeacddd168461,,e67fdda3d9ea6a33c76f5459b87ad535,42.529701,-73.685783,404523085,uuuu,US,US,1479860026,42.529201,-73.685822,0,Schodack,102081773,404/523/085/404523085.geojson,localadmin,85688543,quattroshapes,,,US
"-79.762152,42.1733159916777,-79.643911,42.3159463915074",uuuu,85633793,,6f05e3a3d186f480ff0db3402383bdea,,a476246a0dae6fb5361746a5c2495c8a,42.232927,-79.699219,404522095,uuuu,US,US,1479902700,42.232360,-79.699263,0,Ripley,102081811,404/522/095/404522095.geojson,localadmin,85688543,quattroshapes,,,US
"-79.295029,42.435063,-79.1782021341198,42.5485118765659",uuuu,85633793,,0a2b22e4f177ff6e0a7b416877bdc7ac,,0f8452342cca095d9f50d971ca39d919,42.485416,-79.235039,404522097,uuuu,US,US,1479861447,42.483746,-79.239767,0,Sheridan,102081811,404/522/097/404522097.geojson,localadmin,85688543,quattroshapes,,,US
"-73.706463,42.694078,-73.649461,42.795791",uuuu,85633793,,76706a5e8bf24da5b2da13823f5260bc,,fe973a41632fec83a80bcf6a3557e4a0,42.735427,-73.675137,404523087,uuuu,US,US,1479860026,42.718627,-73.677084,0,Troy,102081773,404/523/087/404523087.geojson,localadmin,85688543,quattroshapes,,,US
"-79.428032,42.238593,-79.295388,42.349359",uuuu,85633793,,f70f1b75674d93e8fd588fb95b7a7c9e,,265c19d78dc26ce06674501a19152e2c,42.296914,-79.358604,404522099,uuuu,US,US,1479861447,42.299297,-79.358591,0,Stockton,102081811,404/522/099/404522099.geojson,localadmin,85688543,quattroshapes,,,US
"-79.6447351472445,42.17338,-79.526686,42.3731589312239",uuuu,85633793,,2fad174602f49db178e47a9f7b607803,,fa9c97fc945e76a4b541d862693f6503,42.277795,-79.595404,404522101,uuuu,US,US,1479861447,42.289794,-79.604346,0,Westfield,102081811,404/522/101/404522101.geojson,localadmin,85688543,quattroshapes,,,US
"-76.806565,42.0013044441762,-76.70165390486379,42.056605",uuuu,85633793,,c291faa3cc780b82ce66572868b47810,,2377b9839628e745a7fa9dd6e9f2722e,42.024365,-76.753772,404522103,uuuu,US,US,1479860432,42.023011,-76.754774,0,Ashland,102081819,404/522/103/404522103.geojson,localadmin,85688543,quattroshapes,,,US
"-76.723827,42.056203,-76.555077,42.131251",uuuu,85633793,,610bf9b2e65dd6fd66b10d6aa64be318,,13236fd765ed66fd011c4e375bd73c77,42.099521,-76.663765,404522105,uuuu,US,US,1479860104,42.092803,-76.683580,0,Baldwin,102081819,404/522/105/404522105.geojson,localadmin,85688543,quattroshapes,,,US
"-76.966109,42.076174,-76.860269,42.200469",uuuu,85633793,,eacca520554c8c32e22a32961abc687e,,ca3dfcb93c85ebea0f2b90afa25cc011,42.138742,-76.913844,404522107,uuuu,US,US,1479864238,42.138175,-76.913844,0,Big Flats,102081819,404/522/107/404522107.geojson,localadmin,85688543,quattroshapes,,,US
"-74.256088,40.496103,-74.053125,40.648601",uuuu,85633793,,366153aec98489800d60861493f2b379,,0f2e54db076b7c3a75f24c52ff3e1086,40.580729,-74.152380,404523089,uuuu,US,US,1479862466,40.587375,-74.145427,0,Staten Island,102081779,404/523/089/404523089.geojson,localadmin,85688543,quattroshapes,421205775,,US
"-74.041646,41.07832,-73.88718,41.19251",uuuu,85633793,,bbaf6d6409d0c6d7b7fba6f338e14fca,,c9a200776c85217ca01ca92cb9daa852,41.131938,-73.966045,404523091,uuuu,US,US,1479850093,41.132355,-73.967515,0,Clarkstown,102082385,404/523/091/404523091.geojson,localadmin,85688543,quattroshapes,,,US
"-74.161789,41.175434,-73.921697,41.2408",uuuu,85633793,,8bbe68c3c0853f88ab429747e54cae7a,,b12404c04f8279fcd30ba4d6e0f3ab20,41.205464,-74.038395,404523093,uuuu,US,US,1479863866,41.202685,-74.036601,0,Haverstraw,102082385,404/523/093/404523093.geojson,localadmin,85688543,quattroshapes,,,US
"-76.719923,42.00014890612029,-76.541726,42.113135",uuuu,85633793,,b38a352616b5dfff45cb532920a617c5,,1ead4a6244df16e3ea3748c285311ef1,42.049344,-76.618968,404522111,uuuu,US,US,1479860434,42.046224,-76.599458,0,Chemung,102081819,404/522/111/404522111.geojson,localadmin,85688543,quattroshapes,,,US
"-74.0508612591911,40.997197,-73.88938,41.101044",uuuu,85633793,,bd44900a69f12079b7072e456d48c41c,,2c3db88a9c34b72f5e2026347ecf764c,41.052595,-73.947487,404523095,uuuu,US,US,1479908953,41.051374,-73.932750,0,Orangetown,102082385,404/523/095/404523095.geojson,localadmin,85688543,quattroshapes,,,US
"-76.842274,42.064651,-76.776711,42.120203",uuuu,85633793,,c4eefdecd14bc95538a4a5b564ea19c1,,5bda0b255aa6380d50075a0fc5451e00,42.093796,-76.809720,404522113,uuuu,US,US,1479860103,42.095138,-76.809223,0,Elmira,102081819,404/522/113/404522113.geojson,localadmin,85688543,quattroshapes,,,US
"-76.865786,42.044617,-76.719554,42.127362",uuuu,85633793,,7d86e1b7bd09a9c03ac6f8c57c658cf1,,a640aec644a9777a0f05c6484b7af14e,42.093690,-76.775965,404522115,uuuu,US,US,1479860104,42.097399,-76.752690,0,Elmira,102081819,404/522/115/404522115.geojson,localadmin,85688543,quattroshapes,,,US
"-74.241572,42.53784,-74.001036,42.652333",uuuu,85633793,,30d44ef00fcc0ae06bcce5c02dfd6ebd,,a2c207b970d26dd58e395022efaff72b,42.592719,-74.116021,404521131,uuuu,US,US,1479864064,42.595153,-74.116019,0,Berne,102082353,404/521/131/404521131.geojson,localadmin,85688543,quattroshapes,,,US
